0	1	2
-1042.2698387456646	-3878.321776770797	-1503.1735429317641
-225.27477107565102	8471.225109773195	-1050.1395553253842
-2992.459179492571	3235.7233499016984	-194.5102118866332
-3931.596221097397	-2557.6137258267513	-1212.699594996739
-3598.3671037520007	-2139.7516176786826	-349.2598465984183
-829.4267816773599	-3434.8999953650923	-1935.9948451282999
2100.698566693747	-2324.332737241277	-5617.956304676358
-3501.1465865726136	-2689.86378216368	244.7685609856095
672.7156069557536	-2012.7324131768441	5749.826595015705
2948.899844364722	-2903.493182438955	-1030.222718921921
-842.5884970448631	8038.125529765191	-2245.8727389161863
-3213.390482261671	521.7112699649919	3432.9672833218638
-2742.2489637523763	-4415.05570089685	2440.862183236873
-3213.8735755080006	2472.402633022632	-922.0758492400904
-1558.477194800482	669.5685782640819	2273.965159914612
514.0798728794845	-781.6404134622173	-1620.1573583536242
2447.6339722827156	-1371.4697756546284	852.3233480718659
2797.7407393862513	-2260.4696339967186	2473.815315161747
1320.638684107085	-3297.930988100417	368.48186890009634
-5154.704734450063	2618.2143721183406	661.52644064626
-3969.170567416095	-1919.853282217293	1974.4352097547358
-4905.474252837323	1757.6177477016595	174.56245916576495
-2645.2614147292434	-207.70054519316366	-3997.778799979499
-1143.542401012596	-2214.5744645075215	-2805.7480130337794
-1652.3143170008339	-815.1290666441383	-3815.6759031212205
3118.4207151291794	-3433.0287824250418	-2114.0574368158286
-867.0039279748243	3899.7624037094765	512.7808166813339
-2440.2630371607015	4610.442560482591	413.16667704743554
8418.21248701995	2799.411309808963	685.3654934737013
-2964.05778804799	6558.090958186144	-2303.8067425504787
1983.7273321157936	7905.743303479225	2258.4857946093534
2990.022595197265	-3590.7432982253777	-1218.1222780795547
-187.7400073800469	6713.84220876358	859.0486965577662
3124.2669140405073	-2962.420136720982	2255.7277887608616
7720.137850167351	2978.762462414221	1529.8545511353047
-3947.4785321892964	-4432.251822507841	1488.4187718123978
-2672.160841641165	-2668.790186350973	1445.2064992451953
1007.2973016716669	-2621.8083990210002	-3916.179604721203
-1978.262835813634	-4652.608726072545	779.09733896792
-3592.1309267747406	-3256.0522770422363	3459.3870017715067
6187.805599314046	-3063.6834888320896	-1248.0454937034435
3275.250156335216	-2771.3476162978714	3638.2134252836304
-3117.947401896022	2182.466847249165	373.2104941032665
1051.7989626802253	-954.075150530972	-4721.8653365198625
9250.513459041755	1492.7059626284702	1642.0597590587001
5514.321512175514	-396.6938140951506	1315.3579898208654
-977.767998307656	5212.664933205384	-1845.4351615990165
-2179.438065014648	-2409.061523216177	968.4049545816206
-4215.727590135538	2024.7174512486006	1674.7016263852017
850.2399242017198	-1927.26148357204	-3706.3006455399172
-1983.0374493008342	629.9910631498085	-2339.0895955631513
-3304.462528106164	-2892.530833788686	342.3517471529943
-3426.9896788415444	-2502.0996309488028	-1936.9941299870866
4331.432021188951	-2332.0922234978098	-2072.867464988752
8593.131276379283	3023.801225659245	2076.2976527380547
79.57148954429167	5339.015406740086	-3473.4427708467474
-3426.5445610199054	-2345.2822056297027	1962.5435894178765
9537.542669388935	3723.597967920595	3652.346636280293
-1896.497797004103	4737.404724624741	-1783.3975685286632
8187.709967863393	645.0053525280803	1535.639495885753
-1543.6212651044618	-29.073503347110297	1764.5328182158496
-3364.353799930223	-2436.5528852785596	3598.607869013924
-2898.638383249409	-1554.153708320727	2205.231997037638
3884.997443969847	-1321.7841198198169	-1106.4460418888054
-4317.224325614022	-2721.322732233232	1049.2879350397855
-1504.9387852122345	-2659.6265863696394	-2857.3666993692605
-2214.4262939932723	-4264.668833351589	215.71756057099617
-4187.189898904915	1259.1196312867812	-5336.018624465396
768.8472801833947	-1124.900457283612	-4994.8536110067635
4063.2611947314776	-3773.6423442348146	-3094.5589606053577
-2805.401566172812	-1573.0433698415206	1567.0355636591473
-2348.7558141290915	3348.1530295889797	1529.475586468205
-638.824963784175	-2506.53307443403	-3370.5744391241656
-871.7460539626063	-2010.9982297264414	1656.4226473888525
-1947.9968552014066	890.6546970820146	2845.928524183491
-5554.990437902571	681.4723049430102	1621.79628840353
-3632.4923289832786	-2865.2242835495726	2194.342000209549
-1337.0001010607668	4019.610784487525	-2099.628252189964
7365.198408287375	3601.9919894251557	5773.402518860745
1031.7205280767812	7163.142984907781	-3027.5119951043316
-2166.2305255882493	-1087.9773810629442	-2795.016765228434
-2050.231056195635	3588.448229288466	-1680.960661483016
482.00907591996713	8212.93310466578	-1965.8858293661112
-2448.8691920226734	2717.5283692566245	2770.0137421587783
-5010.567629232716	-1217.03192458328	2322.4974803668542
-2425.336896684603	4591.419955634687	-2370.9802742573584
-2398.8589932292707	4438.352512789843	-962.647809939212
-3545.978293878536	-1694.2821836693954	2073.786619234332
-3736.1268882735303	2915.767010491066	-3073.3155900283364
5682.774090683877	-1099.0561484923048	7091.1962425620995
-3450.2121934171596	-2929.106754533044	2188.219384004677
4905.687663296895	-1734.6514459191076	-4339.37141157536
-3751.829663308093	-2845.9364305714826	-163.18898673988178
4682.09898495475	-232.88276301207046	-473.5939056969822
4.583392552052661	-378.5355638701832	-1675.0256767718226
-4918.9945950464535	-2840.692845476264	1387.5356751065733
7014.826373840846	196.16155738000523	2743.6233824623164
-823.7959281805091	6798.273309157411	-659.7005310210585
-1102.4383032962385	5887.067954110324	-1237.6517484589922
59.77705396923068	-3358.8817106846514	-3479.30500081277
-3868.659466402755	-2819.667413037033	-1017.4199962376199
-1987.8268270295266	-4642.829121279237	1745.492483500821
1137.1898700177362	-1860.8606068028896	811.1260902996733
8838.193100318906	2765.9861713670907	1071.1954784623642
-4143.877961974653	-2790.617378176488	2279.1791648034423
7423.633055062608	573.0831483916566	589.9149748362868
-5407.115634619406	-1368.33001552086	-447.802514677463
