	0	1
0	-1042.2698387456637	-3878.3217767708115
1	-225.2747710756567	8471.225109773219
2	-2992.4591794925773	3235.723349901707
3	-3931.5962210974067	-2557.6137258267595
4	-3598.3671037520076	-2139.7516176786885
5	-829.42678167736	-3434.899995365103
6	2100.69856669375	-2324.332737241281
7	-3501.146586572622	-2689.863782163688
8	672.7156069557552	-2012.732413176851
9	2948.8998443647283	-2903.493182438962
10	-842.5884970448689	8038.12552976522
11	-3213.3904822616755	521.7112699649881
12	-2742.2489637523768	-4415.055700896864
13	-3213.8735755080083	2472.4026330226393
14	-1558.4771948004839	669.5685782640828
15	514.0798728794844	-781.6404134622154
16	2447.6339722827197	-1371.4697756546307
17	2797.7407393862595	-2260.469633996727
18	1320.638684107088	-3297.9309881004247
19	-5154.7047344500725	2618.214372118348
20	-3969.170567416101	-1919.8532822173004
21	-4905.474252837331	1757.6177477016618
22	-2645.261414729247	-207.70054519316434
23	-1143.542401012597	-2214.57446450753
24	-1652.3143170008373	-815.1290666441415
25	3118.4207151291844	-3433.0287824250477
26	-867.003927974825	3899.7624037094865
27	-2440.2630371607065	4610.442560482601
28	8418.212487019962	2799.4113098089742
29	-2964.0577880480014	6558.090958186166
30	1983.7273321157952	7905.743303479248
31	2990.0225951972657	-3590.7432982253868
32	-187.74000738004787	6713.8422087636
33	3124.266914040513	-2962.420136720989
34	7720.137850167362	2978.7624624142327
35	-3947.4785321893046	-4432.251822507852
36	-2672.160841641173	-2668.7901863509796
37	1007.2973016716669	-2621.808399021008
38	-1978.2628358136367	-4652.608726072561
39	-3592.130926774745	-3256.052277042248
40	6187.805599314052	-3063.6834888320955
41	3275.250156335221	-2771.347616297877
42	-3117.9474018960263	2182.4668472491676
43	1051.7989626802257	-954.0751505309707
44	9250.513459041775	1492.7059626284768
45	5514.3215121755275	-396.69381409514676
46	-977.7679983076642	5212.664933205403
47	-2179.4380650146527	-2409.061523216192
48	-4215.727590135544	2024.7174512486035
49	850.2399242017203	-1927.2614835720449
50	-1983.0374493008387	629.9910631498083
51	-3304.4625281061712	-2892.530833788694
52	-3426.989678841556	-2502.099630948809
53	4331.432021188955	-2332.092223497812
54	8593.1312763793	3023.801225659261
55	79.57148954428742	5339.015406740103
56	-3426.5445610199063	-2345.282205629711
57	9537.542669388955	3723.597967920606
58	-1896.497797004109	4737.4047246247555
59	8187.7099678634	645.0053525280842
60	-1543.6212651044632	-29.073503347110076
61	-3364.3537999302275	-2436.5528852785646
62	-2898.6383832494143	-1554.153708320731
63	3884.9974439698517	-1321.784119819817
64	-4317.224325614029	-2721.322732233241
65	-1504.938785212235	-2659.6265863696467
66	-2214.4262939932764	-4264.668833351599
67	-4187.189898904927	1259.1196312867862
68	768.8472801833944	-1124.9004572836134
69	4063.2611947314886	-3773.6423442348255
70	-2805.4015661728154	-1573.0433698415266
71	-2348.755814129095	3348.1530295889875
72	-638.8249637841753	-2506.5330744340367
73	-871.7460539626031	-2010.998229726451
74	-1947.996855201409	890.6546970820146
75	-5554.990437902578	681.4723049430102
76	-3632.4923289832855	-2865.2242835495836
77	-1337.0001010607716	4019.6107844875337
78	7365.198408287382	3601.991989425164
79	1031.7205280767814	7163.142984907807
80	-2166.230525588253	-1087.977381062947
81	-2050.2310561956438	3588.448229288477
82	482.00907591996315	8212.933104665808
83	-2448.869192022674	2717.5283692566254
84	-5010.567629232721	-1217.0319245832893
85	-2425.3368966846097	4591.419955634699
86	-2398.858993229276	4438.352512789856
87	-3545.978293878541	-1694.2821836694038
88	-3736.126888273538	2915.7670104910726
89	5682.77409068389	-1099.05614849231
90	-3450.2121934171673	-2929.1067545330534
91	4905.687663296906	-1734.6514459191098
92	-3751.829663308102	-2845.9364305714926
93	4682.098984954755	-232.88276301206616
94	4.583392552056543	-378.53556387018835
95	-4918.994595046461	-2840.692845476273
96	7014.826373840863	196.1615573800046
97	-823.7959281805141	6798.2733091574355
98	-1102.4383032962407	5887.0679541103445
99	59.77705396923496	-3358.881710684664
100	-3868.6594664027634	-2819.6674130370375
101	-1987.8268270295268	-4642.8291212792565
102	1137.1898700177371	-1860.8606068028953
103	8838.193100318927	2765.9861713670984
104	-4143.877961974661	-2790.6173781764983
105	7423.633055062625	573.0831483916609
106	-5407.115634619416	-1368.3300155208653
107	-1147.0770784668878	4790.42996343694
108	6119.223143894466	-742.1780912085599
109	5756.978629465481	-1763.0798629849712
110	-450.32491343003426	-1917.2404073999353
111	1323.5957189194557	8268.010006538492
112	-4493.021605664266	-1304.2177067659522
113	-2935.1812573361076	4482.981674904664
114	-1114.7180137972327	-61.700330873466136
115	-2623.6333894748855	799.6953689212473
116	3632.9677282537054	-1624.836742187766
117	7011.5182528924815	531.1641528041965
118	-2288.534578411619	-2667.6406687400495
119	5690.6992862782145	-389.9923439926085
120	-3866.332184239529	-4241.437793862071
121	3076.916135384361	-5251.123137552708
122	5276.984666930286	-394.86169796359775
123	5894.250552581868	2390.19629839532
124	-3626.006676807892	-1542.5539267554386
125	-2277.452845998619	-555.9235248915642
126	-1942.2847793686963	-2299.5149911678313
127	3615.9968784631164	-4194.384913297219
128	-1347.4143269009805	-5003.8323834376515
129	-3491.479211813885	1065.3035062708257
130	5365.542783777901	5206.565098637021
131	-1721.2627349743846	-4764.74713824794
132	-323.44221391540833	5854.85459792605
133	2517.888305282863	-3610.348614443762
134	-4539.35977846749	1576.681462056107
135	-3071.7733233040854	-1461.2474158746932
136	-2587.739955746252	6310.471445418124
137	-61.601496904326005	-5438.150969504093
138	-3350.0669256606325	-1548.947273609164
139	2162.8289426075958	-4836.483804455456
140	-3173.2326108225766	1792.4535187689776
141	-486.61694631512967	6015.891184789908
142	3872.878503657379	-202.74131146528316
143	3646.8650666638173	-2942.597010452749
144	-3455.82355167527	2693.1117633621166
145	-3728.9603290289965	-2619.5940045763896
146	-3308.674881137027	1476.0334205572717
147	1767.0455843111858	7304.4807643903005
148	8415.904686966045	1883.5264608772743
149	2742.6125276383236	-1970.7724315568892
150	-3679.3168462219023	-3190.7012321388597
151	2083.904592851133	-2828.322291978261
152	-3383.56949235437	3627.1241365208098
153	6069.402729945304	-2969.3258836986984
154	-514.5167137308465	1725.497510661098
155	-3357.6854150993267	-2248.3944306825483
156	-591.5446366170464	-1875.4833432842877
157	73.73541676386412	6189.646032410697
158	3262.7370612395025	250.91315830180304
159	-4126.00614882843	-823.3262553370805
160	6559.287404872854	962.6723479595162
161	-192.44311143802702	6730.104832584215
162	-5080.71902363315	3460.8357919156097
163	7079.498431691437	-845.7980948585068
164	1497.1398621178757	-1548.7512708484335
165	2639.739720938943	-3246.237536920092
166	1881.1152454250948	-1354.9848005171634
167	-896.1602329279953	5837.320836106753
168	-3192.1789546466043	3345.1130940449975
169	-1411.439886473113	4766.335228278216
170	-3295.5922255847568	2452.679757648399
171	-4011.0888991412667	2096.9288842800465
172	-1512.5850894315552	4817.193115034267
173	-1761.4869012003596	-1057.3105955824544
174	-1247.8732311921788	-3041.2214459090314
175	-2285.8182970898806	3936.59575601784
176	4647.5291926156815	-2757.8044547603545
177	-3373.0449092386693	2476.658854858136
178	-986.48852494355	-2152.8161249035097
179	-3891.9907729315505	-2637.449174933374
180	-1694.4336814939888	-4645.017047324809
181	-2474.033180268619	3175.4148718408296
182	-2535.5627453176885	2633.8787220336085
183	-3010.6476794484583	-2900.7143554727254
184	-2785.370145456266	-4923.581153880138
185	-4993.667484876259	-793.8039671788683
186	-3922.217453625477	4499.605643267153
187	-2420.872419245907	4369.759051397021
188	-695.0614420518308	-2391.1479793759027
189	-2070.7167464519302	-2586.772241203653
190	335.3096988871085	8717.273271343161
191	-3348.180403818138	-3576.8530345101044
192	-4562.758955132177	4060.416789102786
193	3354.084234566877	-1413.1548680249668
194	-1142.7068729107618	-1506.857193544194
195	-2150.9162979678977	-4307.009302512897
196	646.4612315542641	-1937.8808651418055
197	-3280.7157167437217	-2575.2940146358765
198	165.76213010304514	-1618.4110075309175
199	-3310.386902708383	-2588.386599852892
200	-2229.136059664857	-2341.366194833942
201	-1418.4597851896112	4556.632554396361
202	3250.839727346961	-2989.9899780377377
203	-3963.2459858591938	-2474.279529042048
204	-3589.2506723851125	-2126.7240067541384
205	-2766.304017751383	-4129.166173688945
206	-3519.427249288476	1017.3761750813449
207	-3221.8203053511756	3041.4574111519487
208	-4147.918939146689	-3156.053522655721
209	-2241.572395851565	381.662216526866
210	-1768.2748206599235	-1684.2182140767497
211	-4439.292404884217	942.4783802042228
212	-3004.95756796486	4575.005823452146
213	-1522.5172427542777	6179.641494354864
214	-2027.8903783973665	4750.645909875729
215	3734.9471760041515	-2894.5006883600067
216	462.032314515169	-1681.7167449818078
217	-128.20472542320957	6297.400475557463
218	-2714.0715810643433	2159.3961877069005
219	-1877.0826318513252	5299.975757679427
220	9556.049391861343	1388.879579400573
221	-2513.2952918822803	4119.7100571029605
222	-4189.6981777326055	-1257.5542457491858
223	1577.4065013818208	5443.272500444498
224	-299.14472778317344	-512.4216881241572
225	-3901.208526575924	-2982.524333259836
226	4787.230827959924	-2948.5036843075613
227	-3567.330470692391	-1816.9304816544009
228	-3284.890465225371	-3909.452803991664
229	8824.97974719234	1758.7450795814611
230	-939.9382964381741	5836.271760533881
231	10016.192419646726	3835.1521934031944
232	9302.4654358272	1785.1318382311088
233	-3598.2369228914704	-2027.1368861247856
234	-55.77681313479556	2879.976238657203
235	-3245.3354610231972	-2917.20021915779
236	-3526.171384259352	-3525.914748125983
237	1023.4859672526675	1077.306759444469
238	-2716.5538220451276	1987.7010579541939
239	-6048.14826690129	1698.8041808140586
240	327.9171243221334	-1304.7497605885187
241	-2635.241938034147	2217.556678211364
242	-3092.2300493527364	-2605.789438210958
243	712.5179198567348	-925.3835265114107
244	5055.411825821417	4349.819397377841
245	3571.1633830539054	-4409.335203591888
246	-3989.6416124800307	-2597.982927662084
247	9899.902733173498	1592.193165644325
248	3344.96335948944	-2448.6152783607326
249	319.867033550238	-2303.1317049687204
250	-3005.164391483783	2133.4981388475917
251	-1508.7319828090178	-815.1731749159384
252	4677.140778822456	-3881.685099072687
253	3400.4838608270184	4429.136362635991
254	-3525.4814374546786	-2294.0404576458413
255	-3322.654752120597	-2506.655857139352
256	222.96769981500935	-149.0123875399836
257	94.1888456195831	-2114.9891428354495
258	2154.4436196046704	967.7429368855876
259	-3675.667411895806	1292.5639438470466
260	-1080.9695795167258	3902.7404377570197
261	-2365.885301385709	1890.1657297544327
262	9423.937571213266	496.46232035708766
263	9317.546312751352	2910.1109195706804
264	1510.95207017394	1111.4388596226406
265	-8.322795008168413	312.84187140796143
266	-1160.1590707078965	-1642.2087534643592
267	6212.2495915804975	-369.1218054557961
268	2518.7835302072413	412.89783236816226
269	-3193.7730535869514	-2517.536575760082
270	-3277.496866830383	-2008.8636909737156
271	4244.798846104899	-1652.4087467436866
272	3706.2289864186196	-4357.025302120551
273	1533.5910178933364	-4801.3814800231285
274	2646.7444422834005	-2910.530546813046
275	-1192.6984009593434	4670.245975305836
276	-4023.227802450739	-3528.416725604034
277	5235.0755636473305	820.4740650391122
278	-4738.492525734034	-2004.3155182666167
279	-2623.3429232556823	-269.6606735057377
280	-3178.1658921271796	-1005.4292279825032
281	-770.5773374280408	3579.1343896483495
282	-727.70372750309	5648.504792176041
283	-2043.3013162167986	3138.299769400706
284	80.55287852721327	-1164.9301094445009
285	143.41930961160324	1425.8907391502453
286	-3735.178713916355	-2959.3861895546593
287	-3234.7107684162206	-3334.0207385659
288	-3764.7474707926704	3160.8095163731327
289	1569.7383069368498	-260.0613017845331
290	-2570.051042861244	3750.5560375364894
291	6468.774543148556	62.05057844916616
292	1172.269953401896	-2101.380010683192
293	-1220.5290411236956	-239.25265845492345
294	-2546.6609818238117	-2587.620996896883
295	-4217.254422617627	2026.505040387127
296	1950.2726342586395	3056.3308077144056
297	2565.5716842094093	-1840.4201535156662
298	9962.640878142118	1573.7852774620153
299	3644.9778157927453	-988.7818247343117
300	-3716.626779080289	1188.246628621719
301	1365.9311349620573	-4811.997433240151
302	-3300.9205854309826	-899.5653361787319
303	-1369.040473236335	6419.334550423683
304	-1034.6911352432792	5937.506966018597
305	-1152.9247280174557	3824.7238464054103
306	8193.888387471288	1568.1219930068667
307	-1528.6742663228713	-406.94276145855093
308	-831.1217802002486	6058.475771455876
309	-3861.6666714208905	-2467.49156716039
310	4932.222339208838	-1005.3852235653098
311	5286.156425009592	-396.85190390888977
312	-2624.3180690062172	634.0327965305114
313	11.506622150320846	5431.275085758554
314	1565.228653232233	-1397.9732592161045
315	1242.0178482134302	-3878.558981807841
316	-1722.7348696877966	6029.77654588089
317	-3716.5373951263214	-700.1882866853189
318	-3103.4125421430117	1184.8486694608935
319	-3386.945028393983	-2568.625785834363
320	-1096.6051319068436	7035.396096473406
321	248.88133498049612	-791.701496831356
322	-4548.71534633828	-2797.733189214863
323	-1082.7748757865902	-4977.146616219161
324	-3477.854561443546	-1973.8937131787218
325	-2437.2819938386633	-677.02335507469
326	185.00662830513315	-4546.264465928809
327	-4261.098165216459	2334.4635602731223
328	4779.170842256554	-1391.1620337292647
329	4243.446704227787	179.80658820914434
330	2370.406000937371	-2829.398690824781
331	6703.9913682132665	-339.44253732735086
332	-2995.1141809325054	1454.850140220223
333	2956.7374779003794	-917.8034966809676
334	7631.189150207177	812.6307747433501
335	7526.284320187022	-4859.71790283795
336	2757.1904189169773	-3609.2572166065675
337	-3553.9750532351086	-2886.8291587914327
338	-3563.7234713299536	-2220.8808946308195
339	-3574.979690917914	-2585.524148156366
340	-2357.0294327119036	1870.942777662684
341	-2223.677306859769	5538.548182213811
342	584.202839099302	-1673.797820489547
343	-1300.1432324086447	3886.3568537000815
344	-2723.920323218581	-996.1566907904381
345	3355.3622598287707	-726.3034428296331
346	-1921.1932702733718	6189.8469212129585
347	-2631.216301923457	-1566.0215993008937
348	-1109.1717368299735	-4002.95113191202
349	-4058.679763666965	-3229.385560892562
350	-2250.9357063505236	2928.779559735025
351	6435.167974991305	1582.3081401697837
352	1587.992360666979	8089.99812887002
353	-2241.1643588436295	6145.806530471754
354	-1708.4643945137339	-2124.748896971501
355	-3539.9995924074406	-2920.8476985729994
356	1815.4505202800358	-2874.1643266710557
357	-4953.526689226109	-1493.3318681375617
358	1871.3778910893668	-1531.512228222015
359	-2750.7479803963092	3704.842043205801
360	-3877.947238498386	-2259.3737921944617
361	3410.266622053954	1735.9131727333033
362	-1855.0218699015197	3796.9506685606207
363	-660.7364428203598	-2124.763907159543
364	-3300.837799710594	-583.0702306277758
365	-4121.896906203713	3223.1991504950283
366	-2079.7778891116036	-4878.2367094781675
367	-465.40193101199264	254.06083530820925
368	-338.5291848703101	-2245.7828179673475
369	-3412.2845711016157	-2191.6386946480616
370	-552.8939170122912	-3802.7875923627475
371	-958.3340665096853	5376.305109252799
372	-3939.5778958811215	2715.6146090638995
373	-2948.786713496616	-77.01033459723921
374	1917.0092661752187	-1683.8000283333645
375	-4895.41911342178	2698.6277461796362
376	2023.0709373109596	-2780.1982905608547
